,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,mbrg_2015q1,nprg_2015q1,nav_2015q1,targ_2015q1,epsg_2015q1,seg_2015q1,Unnamed: 0_y,name_x,mbrg_2015q2,nprg_2015q2,nav_2015q2,targ_2015q2,epsg_2015q2,seg_2015q2,Unnamed: 0_x,name_y,mbrg_2015q3,nprg_2015q3,nav_2015q3,targ_2015q3,epsg_2015q3,seg_2015q3,Unnamed: 0_y,name_x,mbrg_2015q4,nprg_2015q4,nav_2015q4,targ_2015q4,epsg_2015q4,seg_2015q4,Unnamed: 0_x,name_y,mbrg_2016q1,nprg_2016q1,nav_2016q1,targ_2016q1,epsg_2016q1,seg_2016q1,Unnamed: 0_y,name_x,mbrg_2016q2,nprg_2016q2,nav_2016q2,targ_2016q2,epsg_2016q2,seg_2016q2,Unnamed: 0_x,name_y,mbrg_2016q3,nprg_2016q3,nav_2016q3,targ_2016q3,epsg_2016q3,seg_2016q3,Unnamed: 0_y,name_x,mbrg_2016q4,nprg_2016q4,nav_2016q4,targ_2016q4,epsg_2016q4,seg_2016q4,Unnamed: 0_x,name_y,mbrg_2017q1,nprg_2017q1,nav_2017q1,targ_2017q1,epsg_2017q1,seg_2017q1,Unnamed: 0_y,name_x,mbrg_2017q2,nprg_2017q2,nav_2017q2,targ_2017q2,epsg_2017q2,seg_2017q2,Unnamed: 0_x,name_y,mbrg_2017q3,nprg_2017q3,nav_2017q3,targ_2017q3,epsg_2017q3,seg_2017q3,Unnamed: 0_y,name_x,mbrg_2017q4,nprg_2017q4,nav_2017q4,targ_2017q4,epsg_2017q4,seg_2017q4,Unnamed: 0,name_y,mbrg_2018q1,nprg_2018q1,nav_2018q1,targ_2018q1,epsg_2018q1,seg_2018q1
2671,600276,恒瑞医药,化学制药,江苏,68.46,28.17,28.33,1890223.75,1528533.13,200338.41,106698.97,0.38,0.33,5.79,15.86,20001018,1149433.13,4.06,21.7,16.95,86.47,24.62,70591.0,514,恒瑞医药,28.0324,39.6311,25.7268,27.1402,40.2082,26.0378,588,恒瑞医药,24.9472,38.4414,24.6756,25.3759,6.8768,24.7244,574,恒瑞医药,25.159,38.6893,25.198,26.2757,7.7966,25.4183,716,恒瑞医药,25.0086,41.3903,24.9447,26.52,10.3861,25.1686,843,恒瑞医药,21.0829,22.3735,24.592,24.9338,-3.4919,24.9594,943,恒瑞医药,20.3573,21.6171,23.8574,24.3806,3.042,24.5445,1065,恒瑞医药,20.2778,21.2001,24.1123,25.1962,2.2283,24.6248,1437,恒瑞医药,19.083,18.4456,24.297,24.645,-0.9777,24.7357,1316,恒瑞医药,18.7649,18.2326,23.8182,25.3822,-1.8234,24.2346,1347,恒瑞医药,20.183,20.6853,23.3095,23.5755,-0.1789,23.4327,1320,恒瑞医药,21.8058,22.5802,23.0135,21.2993,0.755,23.0707,1275,恒瑞医药,24.7158,25.008000000000006,23.8366,25.8849,3.0163,24.0546,1267,恒瑞医药,21.7003,20.4842,24.1877,23.5244,-4.2368,24.1885
2672,2719,麦趣尔,乳制品,新疆,92.57,0.85,1.09,142261.61,74352.86,21545.55,74046.9,6.8,0.08199999999999999,10.64,2.85,20140128,30197.25,2.77,3.97,194.37,41.28,6.33,10182.0,438,麦趣尔,4.2828,46.8896,70.8342,54.9115,33.3333,70.8342,380,麦趣尔,17.7288,69.2407,73.3598,69.6922,43.4,73.3598,442,麦趣尔,44.9843,52.5606,74.6518,77.9903,26.8293,74.6518,459,麦趣尔,61.2336,71.9596,73.054,81.9942,42.4565,73.054,1767,麦趣尔,40.3463,-31.8516,4.3424,15.9478,-37.5,4.3424,1640,麦趣尔,34.6692,-7.9747,3.6075,4.936,-7.02,3.6075,1983,麦趣尔,16.2309,-19.2779,2.9762,3.0871,-19.2308,2.9762,2868,麦趣尔,8.0398,-60.5439,1.769,-5.2348,-60.3235,1.769,2375,麦趣尔,17.6299,-48.8836,1.5421,0.1142,-40.0,1.5421,2671,麦趣尔,10.0307,-47.2221,1.6692,0.9271,-50.0,1.6692,2777,麦趣尔,-1.6843,-49.0217,0.13,-0.1178,-47.619,0.13,2721,麦趣尔,3.5327,-33.0614,0.8640000000000001,4.4692,-34.6154,0.6029,228,麦趣尔,3.9676,194.3757,1.3758,0.9689,173.0,1.1153
2673,858,五 粮 液,白酒,四川,15.07,37.96,38.82,7964790.5,7189969.0,521028.41,95325.56,0.25,1.31,15.36,5.02,19980427,4264629.5,10.99,36.8,38.35,73.19,35.77,267371.0,1470,五粮液,0.2319,-16.2902,7.2247,2.8493,-15.942,7.5414,1655,五粮液,-3.8338,-17.8079,8.2475,6.0226,-17.5522,8.0483,1367,五粮液,0.4183,-2.3924,9.4106,8.0837,-2.1774,9.4725,1704,五粮液,3.0831,5.8147,9.9474,13.2254,5.8556,9.8871,702,五粮液,31.0318,31.3703,11.088,25.313,31.8966,11.0516,1027,五粮液,18.1913,17.6961,9.6748,26.5298,17.8366,9.2179,1359,五粮液,16.9734,10.8749,8.7421,25.023000000000003,10.7997,8.7118,1752,五粮液,13.3176,10.0816,8.706,18.3223,9.8341,8.6497,1176,五粮液,15.1066,24.2972,9.6964,11.2854,23.7908,9.5989,1152,五粮液,17.8452,28.8874,9.8006,7.4553,27.9297,10.0791,1018,五粮液,24.1697,37.1626,11.6429,9.5092,36.5327,11.525,887,五粮液,22.9915,42.9262,13.4184,14.0705,42.5853,13.2918,857,五粮液,36.804,39.4406,15.2916,17.3595,38.3316,15.0686
2674,2727,一心堂,医药商业,云南,33.96,2.67,5.68,717833.19,505151.44,49500.53,140971.02,2.48,0.231,6.74,4.66,20140702,169302.92,2.98,20.12,35.01,40.82,6.03,15451.0,803,一心堂,15.4874,16.977,78.8921,42.9872,-13.0,79.2503,1047,一心堂,20.504,11.2453,7.4123,22.6376,-17.2243,7.5087,1020,一心堂,20.1638,12.3863,7.6659,38.8318,-7.026,7.7292,1270,一心堂,20.1594,17.4189,9.1351,42.3201,1.9923,9.1351,949,一心堂,23.2343,16.7589,17.9275,41.8587,16.6667,17.9275,1137,一心堂,18.114,12.7932,11.4272,20.7354,-43.5629,11.3614,1282,一心堂,16.7128,13.083,11.5098,17.8005,-43.5507,11.4245,2062,一心堂,17.4433,2.0576,9.9053,43.642,-49.0008,9.828,1952,一心堂,22.6603,-8.0627,9.1038,25.6856,-53.9409,9.0316,1695,一心堂,23.7045,10.1409,11.5095,24.1483,10.0796,11.5024,1638,一心堂,23.5259,11.1447,11.5706,27.6287,11.3149,11.5883,1436,一心堂,24.0314,19.566,47.8683,18.8482,19.6229,47.9724,937,一心堂,20.1222,34.8552,47.5122,26.7161,23.5294,47.4825
2675,2311,海大集团,饲料,广东,98.18,15.41,15.8,1495700.25,834075.69,378822.0,191278.66,1.21,0.07,4.17,6.0,20091127,307407.44,1.95,32.82,73.92,9.93,1.39,13787.0,412,海大集团,15.929,50.6176,8.7074,10.0346,29.8701,10.4841,557,海大集团,8.0412,41.6476,12.1274,8.8101,0.0,12.655,617,海大集团,8.1618,34.8763,14.7311,10.8009,-5.8824,15.0017,681,海大集团,21.2276,43.8285,15.8042,6.7689,2.0,15.4309,195,海大集团,13.6061,170.3876,14.2692,4.3563,200.0,13.7445,731,海大集团,20.4129,34.9814,11.6302,13.227,31.5789,10.3475,1070,海大集团,13.4862,21.0877,14.2187,16.0792,18.75,13.1072,1747,海大集团,6.3279999999999985,10.1893,13.9471,25.6971,7.8431,12.9781,676,海大集团,36.5307,60.2894,14.5781,33.8973,33.3333,13.3653,1067,海大集团,25.0591,32.8957,12.4457,23.4074,32.0,12.5909,1175,海大集团,32.6909,29.0043,12.5868,27.1321,28.0702,12.7036,936,海大集团,19.7582,40.5555,17.7135,27.9218,41.8182,14.6046,629,海大集团,32.8155,60.0206,17.8058,23.8885,75.0,15.0179
2676,2370,亚太药业,化学制药,浙江,38.21,4.08,5.36,297062.31,138240.75,21551.46,130695.61,2.44,0.122,4.52,4.13,20100316,52889.21,0.99,29.48,40.05,49.0,20.52,7521.0,1156,亚太药业,-3.9559,3.1489,5.4119,14.7185,16.6667,5.4119,569,亚太药业,2.4196,40.0948,4.46,14.1705,36.3636,4.46,435,亚太药业,7.8626,54.1097,4.8302,13.79,50.0,4.8302,753,亚太药业,23.3076,39.2453,6.1339,142.8854,35.0,5.1455,400,亚太药业,119.449,69.0671,6.8329,117.8,71.4286,5.8059,340,亚太药业,113.9981,105.7193,9.8391,115.3709,106.6667,8.7436,377,亚太药业,98.6168,101.035,179.6989,196.0562,100.0,178.5903,327,亚太药业,86.3074,125.301,176.7361,19.8815,111.1111,178.1456,507,亚太药业,19.5962,91.4661,174.9574,30.2345,41.6667,176.4121,730,亚太药业,15.8029,56.3948,171.4049,32.6075,22.5806,173.0133,608,亚太药业,39.0251,74.5687,7.5882,-2.9413,-33.3333,7.5435,697,亚太药业,25.505,59.5362,7.9423,10.8215,-33.3333,7.9356,843,亚太药业,29.4827,40.4414,8.6377,16.7285,-29.4118,8.6196
2677,999,华润三九,中成药,深圳,16.58,9.78,9.79,1657289.5,722120.06,321874.03,118075.85,1.21,0.4320000000000001,10.48,2.73,20000309,757732.13,7.74,37.59,12.87,67.12,12.51,31099.0,1200,华润三九,-1.6703,1.5645,9.54,6.19,2.9412,9.5602,1354,华润三九,-3.2235,0.4916,9.2608,5.7865,1.5873,9.1787,1233,华润三九,-1.166,3.5276,7.6419,7.6234,4.9383,7.5662,1215,华润三九,8.57,18.8927,9.7008,12.6745,20.7547,12.008,1495,华润三九,13.2215,-9.368,8.7995,10.2474,-8.5714,11.0599,1520,华润三九,15.8299,-0.3412,6.9787,11.611,1.5625,9.1731,1581,华润三九,11.8415,2.7644,12.6817,27.5231,4.7059,15.3182,2255,华润三九,13.6899,-5.2514,13.646,12.7503,-4.6875,13.7795,1285,华润三九,15.2406,19.6002,14.2019,15.7592,18.75,14.0239,1465,华润三九,16.7549,16.4757,15.9889,16.0063,16.9231,15.0611,1670,华润三九,21.4109,10.4729,16.3779,5.0703,10.1124,14.5563,1772,华润三九,23.8061,9.8296,16.0907,19.5083,9.0164,14.2018,1417,华润三九,37.5868,14.1592,15.9655,18.8701,13.1579,14.1554
2678,799,酒鬼酒,白酒,湖南,32.34,3.25,3.25,256471.95,188809.11,39844.53,116125.95,3.57,0.192,6.22,4.01,19970718,31990.75,0.98,46.12,68.88,80.86,23.57,67524.0,8,酒鬼酒,98.0303,4047.908,-4.9176,2.458,1072.0,-4.5307,2697,酒鬼酒,71.7115,,-1.3057,4.5638,-188.7509,-0.7849,2786,酒鬼酒,60.0793,,1.6411,8.8144,-180.2564,2.3421,3463,酒鬼酒,54.7624,,4.4089,8.2613,-190.8667,5.3094,442,酒鬼酒,3.7007,59.2615,4.9299,6.9612,48.4642,5.7969,1524,酒鬼酒,-5.0615,-0.4793,4.3119,7.4447,-1.893,5.143,1247,酒鬼酒,0.0375,14.4874,4.7116,1.6796,7.3482,5.3825,1092,酒鬼酒,8.9195,30.7108,5.5195,3.4996,22.5972,6.1811,915,酒鬼酒,8.6333,38.4792,5.9947,2.4364,31.0345,6.574,382,酒鬼酒,27.3307,138.2627,6.7325,1.6504,113.6745,6.5096,527,酒鬼酒,27.0064,91.7713,7.0701,6.0433,77.7282,6.7908,545,酒鬼酒,34.126999999999995,79.5095,8.1334,7.6643,62.1783,7.5252,526,酒鬼酒,46.119,75.6408,6.8266,9.4663,68.8596,6.1575
2680,600203,福日电子,元器件,福建,34.99,3.6,4.56,566432.63,404251.63,62211.93,161210.56,3.53,0.071,4.47,2.21,19990514,-5502.41,-0.12,-24.19,123.92,7.79,1.92,21124.0,253,福日电子,126.0929,102.3677,144.084,77.6569,-15.0743,125.8383,53,福日电子,140.1209,664.7596,143.0741,126.026,182.2727,150.3635,2064,福日电子,119.7963,-62.1173,103.1885,98.9402,-89.4737,97.4874,380,福日电子,76.0797,89.0695,10.5299,17.6038,7.7137,11.2807,1753,福日电子,9.4383,-30.5078,6.9129999999999985,19.8402,25.0,7.65,1995,福日电子,6.2481,-28.5049,30.4641,10.5122,43.6393,35.1904,169,福日电子,11.0618,249.3127,44.5966,8.6278,750.0,51.7395,2955,福日电子,14.7745,-80.8033,31.6209,10.9691,-51.6129,35.2042,660,福日电子,54.217,63.645,32.0844,4.6562,-40.0,36.6468,683,福日电子,25.8418,61.4437,-2.7609,0.2003,-50.3363,-3.2182,951,福日电子,22.376,41.1528,-1.2548,12.437,-29.4118,-2.229,3202,福日电子,15.5967,-587.1501,-9.2229,2.8485,-264.4,-7.6489,480,福日电子,-24.192,84.1085,-8.8151,13.0229,133.3333,-7.992000000000001
2681,600519,贵州茅台,白酒,贵州,27.13,12.56,12.56,13440494.0,11178139.0,1517933.75,137496.44,1.09,6.772,79.57,9.23,20010827,8851821.0,70.47,31.24,38.93,91.31,48.71,99429.0,801,贵州茅台,14.6909,17.0857,26.2922,22.7369,7.3034,24.8403,1109,贵州茅台,10.1736,9.1327,36.5424,31.0036,9.1627,35.3982,1155,贵州茅台,6.5866,6.6027,22.998,32.236999999999995,-2.8846,22.7891,1878,贵州茅台,3.4385,1.1409,19.7474,31.0116,-8.1845,19.6435,1026,贵州茅台,16.9058,12.6127,18.3732,31.8769,1.8325,19.0933,1156,贵州茅台,15.1761,12.1069,5.7984,32.0839,1.4472,5.994,1391,贵州茅台,15.0471,9.9235,15.1241,35.569,9.1309,14.695,1803,贵州茅台,18.9917,8.9678,14.5912,30.8605,7.8606,14.029000000000002,1157,贵州茅台,33.2362,25.5705,16.2284,31.1921,25.1928,14.8201,1160,贵州茅台,33.108000000000004,28.4438,17.3861,25.9939,27.8174,16.3803,710,贵州茅台,59.3972,60.2488,23.985,21.5263,60.3831,22.8916,674,贵州茅台,49.8059,61.7701,26.5105,19.193,61.9835,25.458,856,贵州茅台,31.2393,39.5075,27.5254,12.9655,39.0144,26.5006
2682,600036,招商银行,银行,深圳,8.42,206.29,252.2,625223808.0,0.0,4831500.0,6752300.0,2.68,0.899,18.32,1.65,20020409,25499900.0,10.11,7.4,13.5,0.0,36.99,254334.0,826,招商银行,,15.6077,17.007,11.4517,15.2542,16.934,1125,招商银行,,8.6831,16.2569,3.7372,8.2645,16.1361,1159,招商银行,,6.2436,15.7299,10.5797,5.4945,15.5829,1787,招商银行,,3.513,14.8219,15.7053,3.1532,14.7587,1184,招商银行,,6.4497,14.4336,10.656,7.3529,14.4349,1307,招商银行,,6.5211,13.8983,6.0537,6.8702,13.883,1460,招商银行,,7.2931,13.5639,6.5431,7.8125,13.5972,1856,招商银行,,7.5184,11.5005,8.5358,7.4236,11.5142,1568,招商银行,,9.083,10.9914,10.4681,8.2192,10.9442,1636,招商银行,,11.7004,11.244000000000002,11.9624,11.4286,10.8944,1589,招商银行,,13.0292,10.8712,10.878,12.5604,10.5002,1622,招商银行,,13.2382,19.8407,5.9796,13.0081,19.3513,1449,招商银行,,13.0201,18.4103,4.1923,13.9241,17.9519
2683,603686,龙马环卫,专用机械,福建,22.82,2.68,2.99,377063.06,315779.09,52317.73,103845.18,3.47,0.258,7.41,3.18,20150126,80703.61,2.7,15.29,19.79,26.38,10.05,17204.0,629,龙马环卫,26.4593,27.3694,,,3.2258,,666,龙马环卫,36.2404,31.8469,134.8958,56.0373,1.6129,133.6203,809,龙马环卫,24.8756,21.8156,123.6393,61.3654,-51.4563,121.743,1255,龙马环卫,29.6175,17.8172,116.8962,68.3296,-53.8462,114.9503,728,龙马环卫,29.627,29.3919,14.5372,28.1117,-40.625,10.611,848,龙马环卫,33.919000000000004,26.4114,15.6775,43.0672,-39.6825,11.8203,1013,龙马环卫,37.3167,23.5726,16.6592,34.1859,12.0,12.1682,856,龙马环卫,44.7959,42.6049,20.4709,44.4823,31.6667,15.2432,985,龙马环卫,51.0738,33.9573,19.325,37.3578,27.2211,17.4473,1106,龙马环卫,43.8546,30.6944,20.3868,24.9315,26.3158,18.7542,1130,龙马环卫,44.5399,30.7657,20.5443,23.7039,28.5714,19.0782,1266,龙马环卫,39.0647,25.2608,78.8793,45.9151,22.7848,78.8673,1278,龙马环卫,15.287,20.189,76.9892,46.8825,7.5625,75.6008
2684,2366,台海核电,专用机械,四川,28.71,4.89,8.67,757845.88,456358.94,217710.55,74047.71,0.85,0.212,3.39,7.17,20100312,177158.77,2.04,7.61,13.67,62.5,39.56,23586.0,1692,台海核电,-23.8243,-37.2772,-0.3351,-2.0707,-33.3333,-0.3351,2024,台海核电,-14.4003,-57.1578,2.7515,1.699,-55.1346,2.7515,2335,台海核电,-61.8076,-300.2308,90.3632,359.536,-192.0,80.442,2406,台海核电,-31.3725,-23.1049,102.989,368.4573,-81.0606,92.1636,36,台海核电,127.0079,1435.8095,120.2445,359.6784,331.0,105.3877,22,台海核电,109.7804,2388.4685,139.3269,354.5752,622.2222,124.3136,2711,台海核电,369.5335,,38.4187,14.7683,-456.5217,31.8329,23,台海核电,207.4718,1437.1545,33.0931,19.5828,1700.0,26.4184,768,台海核电,69.9822,49.5912,31.8785,24.7386,43.0781,27.7789,749,台海核电,86.1192,54.4184,33.7553,33.9622,50.7692,29.8356,551,台海核电,101.077,84.4685,35.7572,31.8357,-8.5366,37.6709,304,台海核电,104.1043,148.4561,50.371,38.8764,30.0,54.8147,1533,台海核电,7.6063,10.3116,47.1699,39.8266,-43.2432,51.3825
2686,2547,春兴精工,通信设备,江苏,803.68,8.0,11.28,822814.44,385683.34,206512.81,144012.63,1.28,0.003,2.37,3.79,20110218,8212.25,0.07,52.35,-87.18,19.47,0.31,52652.0,422,春兴精工,29.7621,49.5877,114.94,54.5849,37.5,113.8083,408,春兴精工,12.482,60.8625,111.5321,31.2677,27.7778,110.3717,392,春兴精工,-3.6846,64.1198,110.6908,26.9165,33.3333,109.6661,446,春兴精工,-4.613,74.0241,9.8047,7.6986,-50.0,9.7304,1049,春兴精工,-2.3011,11.4941,8.7287,10.2992,-63.6364,8.6493,1076,春兴精工,13.4969,15.4588,10.1026,36.6934,-60.8696,10.063,1405,春兴精工,18.9244,9.3991,15.9547,57.2288,-63.8889,9.4996,2287,春兴精工,19.743,-6.8285,18.237,54.9504,-11.1111,7.8138,2300,春兴精工,19.5866,-38.6488,78.3,94.2617,-50.0,62.3301,2669,春兴精工,22.1266,-46.6286,74.7488,91.011,-44.4444,59.1666,2852,春兴精工,41.8511,-65.5567,58.5842,87.1944,-69.2308,55.6217,3166,春兴精工,50.0274,-312.6214,27.3701,52.5527,-300.0,32.9607,2690,春兴精工,52.3511,-70.3193,-16.642,22.2765,-86.0,-12.9673
2687,651,格力电器,家用电器,广东,12.92,59.7,60.16,21836466.0,17153882.0,1748815.38,10388.05,0.02,0.928,11.79,4.07,19961118,6132170.0,10.19,33.29,39.04,30.86,14.11,435187.0,700,格力电器,-0.6605,22.6233,27.2719,18.95,22.6667,27.7055,1368,格力电器,-13.401,-0.0863,14.7537,25.9356,0.0,14.8844,1281,格力电器,-17.16,1.1899,12.715,6.7627,-49.5413,12.7894,2182,格力电器,-29.0418,-11.4308,7.6114,3.4994,-55.8386,7.6297,1008,格力电器,0.5582,13.8532,7.9856,5.9463,-42.3913,8.0086,1167,格力电器,-1.8526,11.7665,9.2304,4.9493,-44.2105,9.2368,1295,格力电器,1.1112,12.7698,10.6771,6.7044,13.3333,10.7075,1305,格力电器,10.800999999999998,22.9798,13.0892,12.7841,23.0769,13.3468,1123,格力电器,20.4573,27.0738,13.8983,15.3738,26.4151,14.1516,837,格力电器,40.6681,47.4165,16.4175,18.878,48.1132,16.8008,1014,格力电器,34.5098,37.4231,17.452,21.472,37.4332,17.8487,853,格力电器,36.9187,44.9863,21.6868,17.8748,45.3125,21.779,865,格力电器,33.287,38.9015,22.4592,9.8611,38.806,22.5594
2688,425,徐工机械,工程机械,江苏,14.64,69.94,70.08,5308887.0,3898116.5,695153.5,334410.5,0.48,0.07400000000000001,3.12,1.39,19960828,1058736.63,1.51,79.79,157.39,18.11,4.82,279602.0,2090,徐工机械,-31.9763,-199.5904,5.0,-0.9188,-185.0,5.3519,2214,徐工机械,-29.191,-103.2215,7.1125,-2.7991,-99.1892,7.5871,2207,徐工机械,-25.3278,-104.165,6.754,-0.494,-99.5238,7.2924,2996,徐工机械,-28.5264,-115.4038,0.8082,-12.5743,-96.5,2.3478,2393,徐工机械,-25.72,,-2.4163,-11.639,-100.5882,-1.1184,2904,徐工机械,-14.2502,,-5.3253,-9.6917,500.0,-4.146,2951,徐工机械,-7.2689,,-5.1526,-7.1421,1100.0,-4.0425,3381,徐工机械,1.4011,,-0.5948,2.9716,328.5714,-0.6481,46,徐工机械,72.4704,1780.5191,0.496,3.7544,2800.0,0.4554,194,徐工机械,77.4351,320.0208,2.8349,4.3594,338.8889,2.7925,151,徐工机械,78.1976,356.2680000000001,16.8964,14.1372,362.5,16.8669,124,徐工机械,72.4629,374.9803,17.4508,13.1727,366.6667,17.4028,272,徐工机械,79.791,160.0183,18.774,16.82,141.3793,18.6588
2692,603699,纽威股份,专用机械,江苏,89.75,7.5,7.5,456987.31,363683.91,66554.21,80273.71,1.07,0.056,3.46,5.84,20140117,82808.52,1.1,14.06,-18.92,29.8,7.09,14432.0,1330,纽威股份,-16.9817,-5.8153,13.0495,8.8567,-5.5556,13.418,1509,纽威股份,-0.7174,-9.1843,11.4007,14.0699,-8.8235,11.6174,1651,纽威股份,-12.7473,-19.3402,9.2671,-2.1617,-18.5185,9.4703,2661,纽威股份,-21.373,-39.8628,1.5461,-2.8054,-38.6667,1.7882,1899,纽威股份,0.1835,-48.2149,-1.3699,-2.713,-47.0588,-1.1608,2114,纽威股份,-13.4067,-42.3756,2.2522,-1.7607,-38.7097,2.6855,2240,纽威股份,-10.9892,-43.522,-0.3148,-0.6986,-40.9091,0.1713,2721,纽威股份,-4.8573,-38.4888,1.436,2.0344,-36.9565,1.7908,2134,纽威股份,4.2634,-21.5507,0.9347,-0.8563,-22.2222,1.2311,2459,纽威股份,9.0934,-25.6239,2.3408,2.6781,-26.3158,2.6024,2434,纽威股份,16.0895,-18.315,2.0535,7.3526,-19.2308,2.2993,2268,纽威股份,17.0971,-4.2459,3.0276,4.5547,-3.4483,3.3517,2213,纽威股份,14.0597,-19.4373,2.4958,13.5174,-14.2857,2.8025
2693,600887,伊利股份,乳制品,内蒙,19.75,60.33,60.78,4898469.0,2845808.25,1399012.13,278879.91,0.46,0.34600000000000003,4.47,6.1,19960312,1621002.75,2.67,24.56,21.15,38.8,10.73,254646.0,742,伊利股份,13.8316,20.436,15.9564,18.5418,-18.8679,16.1365,928,伊利股份,9.4161,15.9541,12.3787,-0.4687,-42.6667,12.5946,1255,伊利股份,8.9596,2.2012,7.397,1.5171,-49.1379,7.724,1470,伊利股份,10.9419,11.7096,7.0364,0.34600000000000003,-43.7037,7.2474,912,伊利股份,2.6051,18.8183,7.892,-1.8424,-39.5349,8.086,966,伊利股份,0.2342,20.485,8.3429,-11.6365,23.2558,8.5091,1090,伊利股份,0.9771,20.4984,11.9348,-3.1309,22.0339,12.0272,1329,伊利股份,0.7492,21.7988,15.338,-0.9303,22.3684,15.4989,1503,伊利股份,3.2260000000000004,11.5272,14.9426,6.5057,11.5385,15.0932,1872,伊利股份,11.2821,4.5206,11.3124,28.078000000000007,3.7736,11.5225,1614,伊利股份,13.5095,12.1217,11.6543,23.5561,12.5,11.8142,1929,伊利股份,11.9967,5.8878,8.6243,25.5667,6.4516,8.7585,1244,伊利股份,24.5565,21.3022,9.4215,15.084,20.6897,9.5559
2694,17,深中华A,文教休闲,深圳,3382.03,3.03,5.51,8339.2,7633.06,384.88,62783.43,1.14,0.0,0.03,194.49,19920331,-119572.52,-2.17,6.13,9.22,7.75,0.94,51082.0,1383,深中华A,-15.6127,-8.8632,70.8119,-63.1226,-16.6667,65.4824,2112,深中华A,-10.6574,-74.9022,40.0488,-20.7854,-76.4706,38.7648,2142,深中华A,-13.9691,-80.7186,20.9022,-5.6683,-83.6066,19.5632,2987,深中华A,-19.3712,-101.8317,-0.7845,-10.9159,-103.3708,-1.1619,1883,深中华A,-1.4653,-46.224,-2.0779,1.4408,-40.0,-2.1706,1734,深中华A,-14.0622,-12.428,-1.2742,3.8586,0.0,-0.8614,157,深中华A,-13.9086,267.5418,14.0778,-6.8279,280.0,11.2861,3189,深中华A,-16.9715,,29.0628,17.9188,-1666.6667,22.1303,624,深中华A,5.9272,68.3815,29.6775,-16.0095,33.3333,22.4122,2951,深中华A,-25.6094,-509.9318,8.9537,-16.2859,-487.5,3.7983,2989,深中华A,-20.3692,-155.4492,-3.8642,-1.6153,-165.7895,-6.0701,2938,深中华A,-3.1555,-59.4211,9.1377,35.9998,-36.1702,10.6453,2493,深中华A,6.1351,-43.1279,8.0768,57.9085,0.0,10.6251
2696,2130,沃尔核材,电气设备,深圳,60.59,9.72,12.62,663211.44,235314.47,149769.34,21848.85,0.17,0.023,2.2,2.55,20070420,119741.02,0.95,17.27,114.05,29.44,5.18,100472.0,1580,沃尔核材,3.8918,-26.4301,41.779,59.983,-33.3333,42.4682,38,沃尔核材,1.1193,842.8209,64.1705,52.8272,814.2857,65.2066,71,沃尔核材,-0.9516,465.3098,46.7253,35.8986,466.6667,47.4197,112,沃尔核材,-0.4766,316.5098,42.3267,38.1516,316.6667,43.1824,506,沃尔核材,2.0593,49.8673,12.9358,28.1894,100.0,13.2687,2348,沃尔核材,11.7266,-84.5762,-3.0761,23.9307,-84.375,-3.3266,2397,沃尔核材,14.5209,-76.3179,0.3631,24.5336,-76.4706,-0.016,2957,沃尔核材,14.921,-81.2971,55.23,45.9452,-81.46,54.869,2240,沃尔核材,41.1944,-32.6626,55.4223,48.6126,-50.0,55.0389,2131,沃尔核材,36.9022,-5.7297,60.8394,41.4637,-60.0,60.6475,1430,沃尔核材,37.6189,18.536,60.6569,38.6757,-43.75,60.6929,710,沃尔核材,38.4426,57.6482,5.1872,16.2277,-28.3172,4.8983,412,沃尔核材,17.2656,100.6611,5.7127,13.8069,15.0,5.4995
2697,600136,当代明诚,影视音像,湖北,40.19,3.44,4.87,602378.88,409356.56,1757.7,169089.77,3.47,0.113,5.27,3.45,19980303,37456.67,0.77,265.0,21197.87,47.61,19.03,19537.0,2259,当代明诚,475.6238,,482.6599,503.7937,-112.0,510.5054,2455,当代明诚,291.469,,502.074,497.2459,-1600.0,531.8178,0,当代明诚,270.423,54787.7361,514.8009999999998,508.8169,20809.0909,534.8539,8,当代明诚,507.5526,5079.2761,529.4529,536.0273,3400.0,545.0379,68,当代明诚,-13.9409,536.8444,177.0375,159.4455,75.0,178.16,553,当代明诚,52.8611,49.2965,172.0198,165.6158,-73.3333,171.4814,456,当代明诚,47.7227,78.212,168.5604,160.0725,-47.8261,172.0563,354,当代明诚,31.9752,113.9495,171.0425,193.8747,-28.5714,174.6891,1241,当代明诚,89.9023,21.3331,7.6399,25.7515,-76.1905,5.854,2001,当代明诚,36.4951,0.7428,10.7617,33.7608,5.5,6.3418,2493,当代明诚,58.2617,-23.4686,11.6693,48.4773,-16.6667,6.0598,2114,当代明诚,60.2577,1.1506,11.168,43.1907,4.0,5.6951,8,当代明诚,264.9991,4908.7558,12.9393,55.288,22500.0,7.5445
